"id","price","carat","cut","color","clarity","depth","table","x","y","z"
396,2537,0.7,"Ideal","E","SI1",61.9,55,5.74,5.77,3.56
397,960,0.37,"Ideal","F","VVS1",61.3,55,4.62,4.65,2.84
398,4693,0.96,"Good","D","SI1",61,61,6.29,6.33,3.85
399,953,0.46,"Ideal","J","VVS1",62.5,56,4.89,4.93,3.07
400,839,0.33,"Ideal","D","VS1",61,56,4.45,4.47,2.72
401,5401,1.09,"Ideal","I","VS1",62.7,54,6.6,6.54,4.12
402,6626,1.02,"Premium","F","VS2",61.8,56,6.54,6.46,4.02
403,9049,1.13,"Ideal","G","VVS1",61.2,57,6.65,6.72,4.09
404,6727,1.22,"Ideal","H","SI1",62.2,54,6.83,6.86,4.26
405,657,0.32,"Ideal","D","VS2",61.8,55,4.41,4.43,2.73
406,8333,1,"Premium","D","VS1",62.2,55,6.46,6.4,4
407,2382,0.7,"Good","D","SI2",59.2,60,5.75,5.78,3.41
408,1320,0.51,"Very Good","F","SI1",61.7,55,5.14,5.16,3.18
409,684,0.3,"Premium","G","VVS2",61,60,4.3,4.32,2.63
410,3210,0.9,"Good","F","SI2",64.3,57,6.16,6.06,3.93
411,2074,0.72,"Good","G","SI1",64,59,5.63,5.59,3.59
412,883,0.32,"Ideal","G","IF",62.3,54,4.39,4.4,2.74
413,1333,0.39,"Ideal","E","IF",61.3,56,4.71,4.75,2.9
414,802,0.31,"Premium","G","VS1",59.5,59,4.47,4.4,2.64
415,3967,0.92,"Premium","F","SI1",61.8,59,6.25,6.21,3.85
416,4816,1.08,"Very Good","F","SI1",61.3,57,6.62,6.6,4.05
417,13771,1.51,"Ideal","F","VS2",62.2,53,7.35,7.31,4.56
418,2406,0.7,"Premium","H","VVS1",60.9,60,5.76,5.71,3.49
419,4641,1,"Very Good","I","VS1",63.3,55,6.39,6.34,4.03
420,710,0.3,"Premium","D","VS2",61,58,4.32,4.34,2.64
421,5181,1.12,"Premium","G","SI1",59.5,62,6.81,6.76,4.04
423,5279,1.01,"Good","G","VS2",63.8,57,6.27,6.34,4.02
425,1392,0.58,"Ideal","E","SI2",61.4,57.1,5.36,5.38,3.3
426,7535,1.5,"Premium","G","SI1",62.3,60,7.27,7.17,4.5
427,4862,1.06,"Ideal","F","SI1",61.2,55,6.62,6.57,4.03
428,696,0.34,"Good","F","VS1",60.6,63,4.46,4.59,2.74
429,434,0.33,"Very Good","I","SI1",63,57,4.37,4.39,2.76
430,655,0.3,"Ideal","G","VVS2",62.2,57,4.25,4.3,2.66
431,3640,1,"Premium","F","SI2",59.8,58,6.53,6.48,3.89
432,675,0.3,"Good","E","SI1",63.6,57,4.24,4.22,2.69
433,863,0.41,"Very Good","F","VS2",62.8,58,4.69,4.73,2.96
434,832,0.33,"Ideal","F","VVS2",62.4,56,4.41,4.43,2.76
435,8624,1.4,"Premium","H","SI1",60.5,60,7.22,7.16,4.35
436,1017,0.4,"Very Good","E","VVS2",60.3,59,4.74,4.78,2.87
438,3756,0.91,"Very Good","H","SI2",63.3,58,6.11,6.06,3.85
439,2854,0.91,"Fair","J","VS2",64.4,62,6.06,6.03,3.89
441,3578,0.71,"Premium","F","IF",61.1,58,5.8,5.72,3.52
442,645,0.32,"Good","F","VS2",63.6,57,4.34,4.37,2.77
444,3238,0.71,"Ideal","E","VS1",62.7,57,5.66,5.69,3.56
445,605,0.3,"Good","H","VVS2",63.6,56,4.26,4.29,2.72
446,7875,1.13,"Premium","G","VVS2",61.4,58,6.68,6.73,4.12
447,9484,1.21,"Very Good","G","VVS2",60.4,56,6.88,6.92,4.17
448,878,0.3,"Premium","G","VVS2",62.8,60,4.28,4.25,2.68
449,1927,0.61,"Ideal","D","SI1",62,55,5.44,5.47,3.38
450,3975,0.91,"Premium","G","SI1",62.2,59,6.19,6.15,3.84
451,1163,0.36,"Ideal","H","IF",61.3,57,4.59,4.61,2.82
452,1320,0.52,"Very Good","H","VS1",59.6,57,5.25,5.34,3.15
453,4525,1.01,"Very Good","I","SI1",63.2,54,6.41,6.35,4.03
454,1665,0.52,"Very Good","E","VS2",62.2,56,5.16,5.17,3.21
455,4502,1.34,"Premium","H","SI2",61.6,60,7.05,6.97,4.32
456,453,0.26,"Good","F","VS1",58,58,4.2,4.25,2.45
457,628,0.31,"Ideal","H","VS2",62.6,57,4.35,4.31,2.71
458,1002,0.33,"Premium","E","VS1",61.6,58,4.45,4.41,2.73
459,4106,1.01,"Fair","E","SI1",65.6,59,6.22,6.18,4.07
461,522,0.28,"Very Good","G","VVS2",61.4,55,4.21,4.24,2.59
462,571,0.31,"Very Good","D","SI1",63,55,4.32,4.34,2.73
463,9089,1.01,"Very Good","E","VVS2",62.8,56,6.34,6.39,4
464,18419,1.79,"Premium","G","VS1",61.7,59,7.85,7.74,4.81
465,462,0.28,"Very Good","I","VS1",60.9,57,4.22,4.25,2.58
466,737,0.4,"Very Good","I","VS1",62.9,59,4.68,4.73,2.96
467,2559,0.71,"Ideal","I","VVS2",61.4,58,5.7,5.76,3.52
468,1960,0.54,"Premium","E","VS1",61.3,56,5.27,5.23,3.22
469,9294,1,"Ideal","G","VVS2",61.1,58,6.43,6.47,3.94
470,5287,0.99,"Ideal","H","SI1",61.1,56,6.44,6.47,3.94
471,11746,1.51,"Premium","G","VS2",58.1,61,7.57,7.54,4.39
472,2940,0.75,"Fair","E","VS2",56,67,6.18,6.08,3.43
473,1255,0.53,"Ideal","G","SI1",61.8,58,5.16,5.19,3.2
474,7414,1.32,"Ideal","G","SI1",61.9,57,7.05,7.01,4.35
475,9471,1.5,"Premium","I","VS2",61.1,60,7.33,7.36,4.49
476,457,0.3,"Ideal","I","VS1",62.3,55,4.3,4.34,2.69
477,1061,0.41,"Premium","G","VS2",61,56,4.83,4.81,2.94
478,2938,0.71,"Very Good","H","VVS1",62.7,59,5.65,5.67,3.55
479,571,0.23,"Premium","F","VVS2",61.3,59,3.99,3.94,2.43
480,1732,0.57,"Very Good","E","VS2",60.7,58,5.37,5.33,3.25
481,8731,1.22,"Premium","F","VS2",62.3,57,6.84,6.8,4.25
482,3089,0.73,"Ideal","G","SI1",61.4,57,5.74,5.79,3.54
483,705,0.41,"Good","E","SI1",63.6,58,4.72,4.74,3.01
485,1728,0.57,"Ideal","G","VS2",61.8,57,5.32,5.3,3.28
486,2105,0.58,"Premium","E","VS1",60.7,58,5.41,5.36,3.27
487,731,0.3,"Ideal","F","VS1",61.7,56,4.34,4.32,2.67
488,7678,1.53,"Ideal","I","SI2",62.4,58,7.31,7.37,4.58
489,1102,0.36,"Premium","E","VVS2",61.7,59,4.56,4.52,2.8
490,1641,0.58,"Very Good","E","SI1",63.1,56,5.36,5.32,3.37
491,2167,0.84,"Fair","D","SI2",64.5,60,5.92,5.84,3.79
492,659,0.41,"Fair","H","SI1",65.4,61,4.51,4.63,2.99
493,2544,0.83,"Premium","E","SI2",62,61,6.05,5.98,3.73
494,1197,0.5,"Very Good","G","SI1",62.9,59,5.06,5.09,3.19
495,4558,1.02,"Good","H","SI1",63.9,55,6.4,6.37,4.08
496,8572,1.41,"Premium","G","SI1",62.1,59,7.23,7.13,4.46
497,3414,0.91,"Premium","H","SI1",60.9,58,6.26,6.22,3.8
498,1207,0.43,"Ideal","D","VS1",61.6,56,4.85,4.86,2.99
499,17989,2.24,"Ideal","F","SI2",60.3,59,8.47,8.5,5.12
500,1406,0.55,"Good","E","SI1",63.1,58,5.2,5.23,3.29
501,4399,1.01,"Good","E","SI1",64.1,59,6.31,6.35,4.06
502,3335,0.92,"Good","D","SI2",57.8,63,6.36,6.4,3.69
503,2326,0.7,"Ideal","H","SI2",61.6,56,5.77,5.72,3.53
504,1115,0.41,"Ideal","F","VVS2",60.6,57,4.81,4.86,2.93
505,936,0.32,"Ideal","H","VVS1",60.4,57,4.46,4.42,2.68
506,3205,0.9,"Fair","D","SI2",65.9,59,6,5.95,3.94
507,2113,0.54,"Very Good","D","VS2",60.7,57,5.24,5.29,3.2
508,2327,0.71,"Good","I","VS1",61.5,64,5.76,5.65,3.51
509,2288,0.73,"Very Good","I","VS1",62.4,56,5.72,5.76,3.58
510,1039,0.39,"Ideal","H","IF",61.9,55.6,4.68,4.7,2.91
511,1784,0.5,"Very Good","G","VVS2",61.6,58,5.07,5.09,3.13
512,2352,0.7,"Good","H","VS2",59.1,65,5.85,5.75,3.43
513,6419,1.22,"Very Good","I","VS2",59.6,58,6.95,6.98,4.15
514,2990,0.76,"Very Good","G","VS2",62.1,54,5.88,5.94,3.67
515,6987,1.29,"Premium","H","VS2",62.4,57,6.98,6.92,4.34
516,12389,1.5,"Ideal","F","SI1",61.8,56,7.27,7.34,4.52
517,8938,1.52,"Fair","F","SI2",56.3,64,7.68,7.62,4.31
518,903,0.31,"Ideal","E","VVS1",61.6,57,4.38,4.36,2.69
520,1940,0.7,"Very Good","F","SI2",62.1,57,5.63,5.68,3.51
521,810,0.36,"Ideal","E","SI1",61.4,57,4.59,4.56,2.81
522,1142,0.42,"Ideal","F","VVS2",61.6,56,4.83,4.85,2.98
523,1791,0.5,"Very Good","G","VVS2",63,58,4.98,5.02,3.15
524,3965,1.2,"Premium","H","SI2",62.1,57,6.84,6.69,4.21
525,1178,0.5,"Ideal","H","SI1",62,56,5.09,5.12,3.16
526,658,0.3,"Premium","F","VS1",60.5,60,4.29,4.31,2.6
527,476,0.28,"Ideal","H","VS1",62.2,54,4.18,4.21,2.61
528,394,0.3,"Very Good","I","SI1",60.5,62,4.33,4.37,2.63
529,2352,0.74,"Very Good","I","SI1",63.8,58,5.72,5.76,3.66
530,4514,1,"Premium","H","VS2",58.4,60,6.36,6.3,3.7
531,5164,1.09,"Ideal","D","SI2",62.1,56,6.56,6.59,4.08
532,720,0.4,"Very Good","D","SI1",60.3,62,4.7,4.75,2.85
533,7277,1.02,"Very Good","E","SI1",63.7,55,6.29,6.4,4.04
534,638,0.41,"Good","E","SI2",63.3,56,4.69,4.73,2.98
535,1286,0.5,"Premium","G","SI1",62.9,59,5.09,5.06,3.19
536,18115,2.04,"Premium","H","SI1",62.5,61,8.08,8.04,5.04
537,2947,0.74,"Ideal","I","VS1",62,56,5.79,5.82,3.6
538,979,0.5,"Good","D","SI2",63.7,60,5.09,5.02,3.22
539,15618,2.01,"Very Good","E","SI2",63.3,61,7.86,7.8,4.96
540,7695,1.51,"Ideal","H","SI1",61.3,57,7.41,7.34,4.52
541,3118,0.87,"Ideal","H","VS2",61.7,57,6.14,6.09,3.77
542,10796,1.7,"Good","I","SI1",59.3,58,7.72,7.77,4.59
543,2797,0.8,"Very Good","H","VS2",63.4,60,5.92,5.82,3.72
544,6172,1.23,"Premium","E","SI2",62.4,60,6.82,6.78,4.24
545,5006,1.11,"Ideal","I","SI1",62.2,54,6.64,6.68,4.14
546,8556,1.18,"Ideal","G","VS1",61.9,56,6.81,6.76,4.2
547,2544,0.61,"Ideal","G","VVS1",62.7,58,5.39,5.43,3.39
548,4120,1.09,"Premium","I","SI2",61.3,55,6.66,6.62,4.07
549,2250,0.75,"Good","J","SI1",63.9,56,5.76,5.71,3.66
550,765,0.4,"Premium","I","SI1",59.8,57,4.83,4.8,2.88
551,454,0.25,"Ideal","G","VS1",62.7,56,4.01,4.04,2.52
552,3933,0.93,"Very Good","G","SI1",62.5,57.8,6.15,6.28,3.87
553,3752,1,"Premium","E","SI2",61,59,6.4,6.33,3.89
554,9633,1.22,"Ideal","F","VS1",62.2,57,6.85,6.81,4.25
555,756,0.42,"Ideal","G","SI1",60.7,57,4.81,4.89,2.95
556,561,0.32,"Premium","G","VS2",62.5,58,4.36,4.38,2.73
557,3584,0.9,"Good","E","SI2",63.6,59,6.05,6.09,3.86
559,1046,0.31,"Premium","H","IF",61,58,4.38,4.34,2.66
560,4927,0.72,"Ideal","E","VVS2",61.7,55,5.76,5.78,3.56
561,10336,1.57,"Very Good","I","VS1",59.7,61,7.51,7.62,4.52
562,4371,1.01,"Premium","E","SI2",61,56,6.42,6.36,3.9
563,3984,0.93,"Premium","E","SI2",62.9,57,6.25,6.19,3.91
564,17049,2.04,"Ideal","F","SI2",62.4,56,8.07,8.14,5.06
565,2858,0.71,"Fair","D","VS2",56.9,65,5.89,5.84,3.34
566,15306,1.02,"Very Good","D","IF",62.7,57,6.36,6.46,4.02
567,12089,1.64,"Ideal","I","VS1",62.1,55,7.57,7.59,4.71
568,4134,1.11,"Premium","F","SI2",62.5,59,6.59,6.53,4.1
569,3108,0.75,"Premium","E","VS2",59.9,61,5.97,5.91,3.56
570,2600,0.74,"Very Good","I","VVS2",62.8,55,5.75,5.78,3.62
571,450,0.3,"Ideal","H","SI1",62,56,4.29,4.32,2.67
572,6328,1,"Good","D","SI1",64.1,56,6.28,6.24,4.01
573,4313,0.91,"Premium","H","VS2",61.8,60,6.18,6.22,3.83
574,14998,2.01,"Good","I","SI1",58.5,62,8.24,8.31,4.84
575,1346,0.54,"Very Good","F","SI1",61.2,55,5.23,5.29,3.22
576,4964,1.02,"Very Good","D","SI2",58.8,58,6.62,6.68,3.91
577,7459,1.31,"Premium","H","VS2",62.5,58,6.97,6.94,4.35
578,17068,2.01,"Very Good","I","VS1",59.8,63,8.14,8.11,4.86
579,6389,1,"Good","D","VS2",64.1,58,6.24,6.33,4.03
581,7779,1.59,"Premium","D","SI2",59.4,61,7.62,7.56,4.51
582,1608,0.51,"Ideal","E","VS2",62.1,54,5.13,5.15,3.19
583,724,0.26,"Ideal","E","VVS2",62.5,55,4.09,4.07,2.55
584,1053,0.4,"Premium","E","VS1",62.5,58,4.69,4.72,2.94
587,1440,0.54,"Ideal","E","SI1",60.6,58,5.27,5.29,3.2
588,627,0.5,"Fair","F","I1",67.1,57,4.92,4.87,3.28
589,450,0.25,"Premium","H","VVS1",59.8,59,4.07,4.09,2.44
590,9122,1.79,"Good","G","SI2",57.8,59,8.07,7.94,4.63
591,900,0.5,"Premium","I","SI2",59.8,56,5.23,5.18,3.11
592,635,0.26,"Ideal","F","VVS1",62.7,55,4.07,4.1,2.56
594,647,0.41,"Very Good","F","SI2",60.8,58,4.78,4.83,2.92
595,6872,1.09,"Ideal","F","SI1",61.4,56,6.63,6.66,4.08
596,12981,1.51,"Very Good","H","VVS1",61.5,58,7.3,7.39,4.52
597,608,0.3,"Premium","I","VS1",60.5,60,4.33,4.3,2.61
598,3251,0.9,"Ideal","I","SI1",60.8,57,6.25,6.22,3.79
599,1841,0.65,"Ideal","F","SI1",61.4,58,5.56,5.5,3.39
600,4416,1.01,"Very Good","F","SI2",62.4,58,6.37,6.41,3.99
601,2386,0.83,"Fair","G","SI2",64.4,57,5.93,5.86,3.8
602,1429,0.52,"Ideal","E","SI1",61.4,57,5.18,5.15,3.17
603,544,0.31,"Good","E","SI1",63.9,56,4.27,4.31,2.74
604,5950,1.09,"Very Good","H","SI1",62.5,57,6.49,6.54,4.07
605,739,0.32,"Ideal","F","VVS2",62.1,54,4.42,4.44,2.75
606,552,0.24,"Very Good","F","IF",60.4,58,4.02,4.06,2.44
608,1601,0.51,"Very Good","F","VS2",60.6,60,5.18,5.22,3.15
609,6793,1.15,"Very Good","H","VVS2",58.8,58,6.87,6.9,4.05
610,14024,2.09,"Premium","G","SI2",59.8,59,8.37,8.32,4.99
611,8922,1.01,"Very Good","F","VVS2",61.8,58,6.44,6.48,3.99
612,593,0.31,"Premium","G","SI1",60.4,58,4.42,4.39,2.66
613,825,0.32,"Ideal","E","VS1",62.3,54,4.37,4.4,2.73
614,6548,1.06,"Ideal","G","VS2",61.1,57,6.56,6.59,4.02
615,761,0.33,"Ideal","F","VVS2",60.7,56,4.46,4.5,2.72
616,912,0.41,"Very Good","D","VS2",62.1,53,4.78,4.82,2.98
617,687,0.24,"Ideal","D","VS1",62.6,57,3.92,4,2.48
620,1634,0.58,"Premium","F","SI1",62.2,61,5.33,5.25,3.29
621,867,0.43,"Very Good","G","VS2",59.1,60,4.88,4.93,2.9
622,4241,0.91,"Premium","G","VS2",59.5,58,6.34,6.26,3.75
623,956,0.3,"Ideal","G","IF",61.4,57,4.37,4.33,2.67
624,10241,1.16,"Ideal","D","VS1",61.2,58,6.73,6.76,4.13
625,743,0.3,"Fair","F","VVS2",65.5,61,4.19,4.15,2.73
626,3024,0.75,"Premium","D","SI1",59.2,58,5.96,5.93,3.52
627,2874,0.71,"Premium","D","VS2",61.2,59,5.69,5.74,3.5
629,4848,1.11,"Very Good","G","SI2",63.2,56,6.61,6.56,4.16
630,550,0.33,"Ideal","F","SI1",60.6,56,4.46,4.49,2.71
631,620,0.3,"Very Good","E","VS1",63.6,54,4.28,4.33,2.74
632,4799,1.01,"Very Good","D","SI2",60.5,58,6.45,6.5,3.92
633,707,0.28,"Very Good","F","VVS2",62.6,55,4.18,4.2,2.62
634,6087,1.12,"Ideal","F","SI1",61.6,56,6.66,6.72,4.12
635,1356,0.58,"Ideal","D","SI2",63.4,57,5.29,5.34,3.37
636,7031,1.27,"Very Good","I","VS1",60.6,59,7.04,6.96,4.24
637,4327,1.01,"Premium","G","SI2",60.5,58,6.55,6.47,3.94
638,682,0.27,"Very Good","F","VVS1",61.8,56,4.15,4.17,2.57
639,3136,0.71,"Ideal","D","VS1",62.2,55,5.74,5.71,3.56
640,789,0.31,"Ideal","H","IF",62.3,55,4.32,4.35,2.7
642,949,0.3,"Very Good","E","IF",60.9,59,4.29,4.32,2.62
643,17366,1.59,"Ideal","F","VS1",62.9,57,7.38,7.48,4.62
644,4866,1.05,"Ideal","F","SI2",62.7,54,6.5,6.54,4.09
645,1971,0.61,"Very Good","F","VS2",62.9,58,5.33,5.39,3.37
646,3145,0.7,"Ideal","H","VS2",61.2,56,5.72,5.75,3.51
647,15025,2,"Very Good","I","VS2",63.5,59,7.98,7.93,5.05
648,2358,0.82,"Fair","H","SI2",65.1,58,5.86,5.81,3.8
650,700,0.38,"Very Good","H","VS2",62.8,55,4.64,4.66,2.92
651,1608,0.57,"Ideal","I","VVS1",61.7,56,5.31,5.35,3.29
652,1666,0.5,"Premium","F","VS1",62.9,58,5.09,5.05,3.19
653,3130,0.74,"Ideal","G","SI1",60.6,55,5.87,5.93,3.57
655,645,0.32,"Ideal","F","VS2",61.1,57,4.44,4.47,2.72
657,4838,1.2,"Premium","H","VS1",61.7,59,6.78,6.74,4.17
658,781,0.33,"Ideal","D","VS2",60.9,55,4.47,4.5,2.73
659,838,0.33,"Ideal","H","IF",61.4,54,4.47,4.49,2.75
660,709,0.3,"Ideal","I","VVS1",62.1,56,4.33,4.3,2.68
661,2877,0.7,"Good","F","VS1",59.1,62,5.82,5.86,3.44
662,2753,0.7,"Very Good","E","SI1",61.2,57,5.68,5.73,3.49
663,4320,1.45,"Fair","F","I1",64.8,67,7.16,7,4.64
664,2608,0.72,"Ideal","H","VS1",61.9,56,5.78,5.73,3.56
665,643,0.37,"Ideal","D","SI1",61.9,54,4.62,4.65,2.87
666,6105,1.01,"Very Good","G","VS2",61.9,56,6.34,6.42,3.95
667,2075,0.7,"Premium","F","SI2",62.6,58,5.64,5.6,3.52
668,1188,0.31,"Ideal","E","IF",60.4,56,4.43,4.38,2.66
669,9278,1.42,"Very Good","E","SI1",61.1,62,7.17,7.2,4.39
670,1327,0.62,"Ideal","G","SI2",62.1,55,5.46,5.49,3.4
671,790,0.34,"Ideal","E","VS1",61.6,55,4.5,4.52,2.78
672,12228,1.7,"Very Good","H","VS2",63.3,57,7.59,7.54,4.79
673,561,0.32,"Good","H","VS1",63.1,57,4.34,4.37,2.75
674,18371,2,"Premium","H","SI1",58.2,60,8.34,8.26,4.83
675,652,0.31,"Ideal","G","VS2",61.5,56,4.34,4.36,2.68
677,1193,0.45,"Very Good","G","VVS1",60,57,4.99,5.02,3
678,644,0.35,"Very Good","D","SI1",63,57,4.46,4.52,2.83
679,16193,3.67,"Premium","I","I1",62.4,56,9.86,9.81,6.13
680,4805,1.01,"Good","D","SI2",63.6,56,6.38,6.33,4.04
681,526,0.24,"Ideal","D","VVS2",61,57,4.03,4.07,2.47
682,16778,2.01,"Premium","I","VS2",60.5,60,8.17,8.15,4.94
683,6169,1.02,"Premium","G","VS2",60.5,54,6.57,6.48,3.95
684,1190,0.42,"Very Good","H","VS2",60.9,55,4.87,4.89,2.97
685,1338,0.52,"Good","F","SI1",63.8,56,5.12,5.07,3.25
686,4443,1.02,"Good","E","SI1",63.1,57,6.37,6.43,4.04
687,1008,0.32,"Ideal","D","VVS2",60.9,57,4.39,4.45,2.7
688,2501,0.7,"Very Good","G","VS2",59.6,60,5.71,5.8,3.43
689,1088,0.4,"Ideal","H","VVS1",62,54,4.76,4.72,2.94
690,5019,0.71,"Ideal","F","VVS1",61,56,5.77,5.8,3.53
691,6851,1.51,"Good","J","SI1",63.5,58,7.24,7.29,4.61
692,2450,0.71,"Very Good","I","VVS2",63.1,58,5.71,5.64,3.58
693,911,0.3,"Premium","D","VS2",62.9,58,4.26,4.23,2.67
694,1705,0.49,"Fair","E","VVS2",65.5,58,4.91,4.86,3.2
695,2025,0.55,"Ideal","G","VS1",62.2,54.3,5.24,5.27,3.27
696,1709,0.51,"Very Good","G","VS1",63.4,57,5.08,5.04,3.21
697,2155,0.72,"Premium","D","SI2",61.3,59,5.79,5.76,3.54
698,1800,0.53,"Ideal","F","VS1",61.4,57,5.18,5.2,3.19
699,581,0.3,"Very Good","H","VVS2",63,56,4.24,4.27,2.68
700,4449,1.01,"Very Good","H","SI1",62.3,63,6.3,6.23,3.9
701,2226,0.9,"Good","G","I1",63.6,61,6.03,6.07,3.85
702,1551,0.55,"Ideal","E","SI1",61.7,57,5.23,5.27,3.24
703,1327,0.38,"Ideal","E","VVS1",62.4,56,4.67,4.64,2.9
704,3839,0.81,"Very Good","E","VS2",62.8,57,5.9,5.95,3.72
705,7136,1.51,"Very Good","J","SI1",62.4,58,7.27,7.32,4.55
706,1264,0.51,"Ideal","D","SI2",59.8,55,5.17,5.23,3.11
707,6335,1.01,"Premium","G","VS1",62.7,58,6.36,6.31,3.97
708,9107,1.21,"Premium","F","VS1",61.6,59,6.84,6.77,4.19
709,9218,1.51,"Good","H","SI1",61.8,61,7.25,7.32,4.5
710,988,0.31,"Ideal","G","IF",62.7,57,4.34,4.31,2.71
711,8020,1.1,"Very Good","G","VVS1",61.5,57,6.61,6.66,4.08
712,958,0.39,"Premium","D","VS2",61.3,58,4.7,4.73,2.89
713,8097,1.51,"Good","I","SI1",63.7,61,7.11,7.15,4.54
714,1787,0.51,"Ideal","D","VS2",62.4,55,5.11,5.14,3.2
715,4551,1.26,"Fair","I","SI2",64.8,57,6.73,6.69,4.35
716,2273,0.53,"Ideal","F","VVS1",62.1,53.2,5.17,5.21,3.22
717,840,0.38,"Very Good","G","VS1",63.5,59,4.58,4.61,2.92
718,1031,0.47,"Good","H","VS1",65.1,59,4.81,4.87,3.15
719,3160,0.9,"Good","H","SI2",63.4,60,6.03,6.08,3.84
720,2753,0.74,"Good","D","SI1",63.1,59,5.71,5.74,3.61
721,770,0.4,"Ideal","I","VS2",61.7,57,4.73,4.77,2.93
722,15814,2.02,"Ideal","G","SI2",63.5,54,7.96,8.02,5.07
723,8396,1.51,"Ideal","I","SI1",61.2,60,7.39,7.37,4.52
724,3365,0.95,"Very Good","J","VS1",62.4,57,6.25,6.29,3.91
725,2634,0.9,"Ideal","F","I1",61.8,57,6.2,6.13,3.81
726,843,0.32,"Ideal","E","VVS2",61.9,54,4.41,4.44,2.74
727,775,0.41,"Ideal","J","VVS1",62,57,4.73,4.79,2.95
728,1871,0.51,"Very Good","G","VVS1",63.2,59,5.04,5.09,3.2
729,2951,0.72,"Very Good","D","VS1",62.7,58,5.65,5.68,3.55
730,11166,1.51,"Very Good","H","VS2",62.8,60,7.25,7.28,4.56
731,1974,0.51,"Premium","G","VVS2",59.1,59,5.21,5.18,3.07
732,421,0.3,"Very Good","H","SI1",59.4,63,4.35,4.4,2.6
733,4158,0.9,"Very Good","F","SI1",63.2,56,6.16,6.09,3.87
734,2192,0.58,"Fair","E","VS1",57.9,56,5.52,5.49,3.19
735,2372,0.75,"Premium","E","SI2",63,58,5.78,5.71,3.62
736,911,0.3,"Premium","D","VS2",60.3,60,4.31,4.28,2.59
737,1050,0.4,"Premium","G","VVS2",61.1,58,4.76,4.74,2.9
738,3692,1.03,"Ideal","H","SI2",60.5,57,6.58,6.52,3.96
739,2776,0.54,"Ideal","E","VVS2",61.6,56,5.25,5.27,3.24
740,11301,1.2,"Premium","E","VVS2",62.1,58,6.76,6.7,4.18
741,982,0.5,"Ideal","I","SI1",62,55,5.08,5.11,3.16
742,812,0.38,"Premium","H","SI1",59.7,60,4.68,4.66,2.79
743,5519,1.16,"Ideal","J","IF",60.6,56,6.79,6.86,4.14
744,3732,1.01,"Ideal","J","SI2",61.6,55,6.45,6.5,3.99
745,571,0.31,"Very Good","D","SI1",62.9,56,4.31,4.34,2.72
746,2933,0.75,"Good","D","SI2",57.6,56,5.98,6.07,3.47
747,2175,0.53,"Ideal","F","VVS2",62.2,54,5.19,5.22,3.24
748,4429,0.91,"Very Good","G","SI1",60.2,58,6.29,6.31,3.79
749,1389,0.42,"Ideal","D","VVS2",62.1,55,4.81,4.78,2.98
750,2200,0.78,"Premium","F","SI2",62.8,56,5.9,5.86,3.69
751,814,0.3,"Ideal","F","VVS1",62.5,57,4.26,4.29,2.67
752,1665,0.53,"Ideal","G","SI1",61.6,57,5.19,5.24,3.21
754,4042,1,"Good","I","SI1",65.6,56,6.23,6.3,4.11
755,452,0.26,"Ideal","F","VS1",62.3,56,4.08,4.1,2.55
756,14154,1.67,"Ideal","D","SI1",62.6,54,7.57,7.63,4.76
759,2353,0.7,"Ideal","I","VVS2",62.3,55,5.66,5.7,3.54
760,11079,1.32,"Ideal","G","VS1",61.7,56,7.03,7.11,4.36
761,2609,0.55,"Ideal","E","VVS1",62.9,57,5.25,5.21,3.29
762,2260,0.73,"Ideal","H","SI2",61.6,57,5.79,5.81,3.57
763,625,0.31,"Ideal","F","VS2",62.6,55,4.29,4.33,2.7
764,6212,1.06,"Good","G","VS2",63.1,59,6.45,6.48,4.08
766,720,0.4,"Good","H","SI2",63.8,57,4.7,4.67,2.99
768,8181,1.02,"Premium","D","VS1",60.3,58,6.57,6.49,3.94
769,3568,1,"Premium","G","SI1",60,60,6.47,6.42,3.87
770,2859,0.7,"Premium","D","VS2",62.4,56,5.72,5.66,3.55
771,1902,0.57,"Very Good","F","VVS2",63.2,56,5.28,5.32,3.35
772,3613,0.9,"Fair","F","SI2",64.6,56,6.01,6.07,3.9
773,557,0.31,"Ideal","I","VVS1",62.2,53,4.36,4.38,2.72
774,605,0.3,"Good","G","VS1",63.6,55,4.27,4.31,2.73
775,4198,1.19,"Premium","J","SI2",58.4,60,6.98,6.92,4.06
776,505,0.23,"Very Good","E","VVS2",61.2,60,3.97,4,2.44
778,3730,0.9,"Premium","H","SI1",60.7,59,6.26,6.19,3.78
779,1815,0.57,"Ideal","G","VS1",61.6,55,5.34,5.38,3.3
780,597,0.26,"Ideal","E","VVS2",60.7,56,4.13,4.17,2.52
781,6027,1.01,"Ideal","G","VS2",63,57,6.42,6.35,4.02
782,979,0.31,"Ideal","E","VVS2",61.2,56,4.37,4.39,2.68
783,3267,0.91,"Ideal","J","VS1",60.7,57,6.23,6.26,3.79
784,1220,0.43,"Very Good","H","VVS1",60.2,55,4.92,4.95,2.97
785,1683,0.53,"Ideal","D","SI1",62,57,5.23,5.19,3.23
786,1069,0.37,"Premium","D","VVS1",61.4,58,4.63,4.65,2.85
787,513,0.31,"Ideal","I","VS1",61.3,55.6,4.37,4.4,2.69
788,631,0.33,"Ideal","D","SI2",60.9,56,4.48,4.45,2.72
789,4434,1.01,"Very Good","E","SI2",63.3,58,6.39,6.37,4.04
